Clone	Chrom	kb	kbGenome	MCF7	SKBR3
RP11-52B5	17	65427.2	2549674.32	0.958786	0.476565
RP11-62F10	17	67105.731	2551352.851	-0.687393	0.167036
CTB-112F7	17	69205.2	2553452.32	0.143197	0.814555
RP11-84E24	17	70598.154	2554845.274	0.362911	0.246434
RP11-65C22	17	71250.867	2555497.987	0.173388	0.392204
RP11-41E12	17	71814.662	2556061.782	0.050385	0.273392
RP11-225G19	17	73077.877	2557324.997	0.12718	0.361141
RP11-145C11	17	73658.622	2557905.742	-0.000548	0.352497
RP11-76G4	17	73781.012	2558028.132	NA	0.21174
RP11-16C1	17	73911.281	2558158.401	-0.617527	NA
RP11-201E5	17	74491.847	2558738.967	NA	0.300637
RP11-61B11	17	74958.648	2559205.768	0.236826	0.343121
CTB-120N12	17	75103.769	2559350.889	NA	0.411148
RP11-141D15	17	76767.303	2561014.423	-0.510223	0.252956
CTB-439L11	17	76831.648	2561078.768	0.10764	0.408918
RP11-26B13	17	77146.369	2561393.489	0.126835	0.439934
RP11-84J3	17	77642.776	2561889.896	-0.073205	1.389468
RP11-128J1	17	77896.957	2562144.077	0.056009	1.320351
RP11-46E14	17	78402.397	2562649.517	NA	NA
CTB-209F23	17	78502.239	2562749.359	0.092031	1.438368
RP11-165M24	17	80672.571	2564919.691	-0.066097	0.242254
GS1-50C4	17	81860.266	2566007.386	0.224509	0.624659
GS1-74G18	18	0.001	2566107.386	-0.136144	-0.287899
RP11-778P8	18	647.65	2566755.036	-0.650599	-0.046859
GS-8P19	18	711.742	2566819.128	-0.07646	-0.245611
RP11-55N14	18	2654.877	2568762.263	-0.177383	-0.184555
RP11-106J7	18	3377.355	2569484.741	-0.006467	-0.187723
RP11-113J12	18	3431.435	2569538.821	NA	-0.195673
RP11-102E12	18	4457.862	2570565.248	-0.415969	-0.451509
RP11-105C15	18	5910.724	2572018.11	-0.333934	NA
CTD-2048F17	18	8256.317	2574363.703	-0.746355	-0.29631
CTD-2196J5	18	9698.353	2575805.739	-0.429873	NA
CTD-2017G14	18	9820.818	2575928.204	-0.25897	-0.202848
RP11-102O20	18	9932.013	2576039.399	-0.244179	-0.231271
RP11-67I20	18	9999.821	2576107.207	-0.111878	-0.282491
RP11-24G5	18	10150.207	2576257.593	-0.189759	-0.237459
RP11-7E5	18	10750.134	2576857.52	-0.212294	-0.388429
RP11-81J13	18	11504.511	2577611.897	-0.173376	NA
RP11-16A21	18	12586.865	2578694.251	-0.022069	-0.175645
RP11-96I11	18	12904.782	2579012.168	-0.174274	-0.185595
RP11-151D11	18	13082.482	2579189.868	-0.331301	-0.177486
RP11-10G8	18	17272.427	2583379.813	0.117321	-0.182324
RP11-59E12	18	19622.097	2585729.483	-0.078569	-0.256873
RP11-19F14	18	28036.311	2594143.697	-0.272607	NA
RP11-63N12	18	30824.661	2596932.047	-0.205133	-0.320838
RP11-104N11	18	33434.599	2599541.985	-0.609379	-0.897821
RP11-265I6	18	35981.395	2602088.781	-0.501212	-0.763317
RP11-720J11	18	37898.809	2604006.195	-0.300215	-0.853448
RP11-19L3	18	42180.646	2608288.032	-0.553334	-0.672859
RP11-748M14	18	43587.214	2609694.6	-0.459452	-0.32184
RP11-784M14	18	43620.184	2609727.57	0.182313	-0.427603
RP11-20H17	18	44016.797	2610124.183	-0.514177	-0.791326
RP11-43K24	18	45620.759	2611728.145	-0.493937	-0.715638
RP11-729G3	18	46730.282	2612837.668	-0.328596	-0.688007
RP11-725K8	18	48863.298	2614970.684	-0.324027	NA
RP11-186B13	18	49164.662	2615272.048	-0.337692	-1.139995
RP11-153B11	18	52816.192	2618923.578	-0.456323	-0.272223
RP11-4G8	18	54596.48	2620703.866	NA	-0.203844
RP11-12J12	18	55422.486	2621529.872	NA	-0.325125
RP11-40D15	18	56870.53	2622977.916	-0.47293	-0.524395
RP11-15C15	18	57285.527	2623392.913	-0.569278	NA
RP11-299P2	18	58925.467	2625032.853	-0.305835	-0.308846
GS-385N22	18	58939.547	2625046.933	-0.314086	-0.274053
RP11-60P1	18	59070.793	2625178.179	-0.356753	-0.240242
CTD-2111E18	18	59134.103	2625241.489	-0.242582	-0.338355
RP11-75O12	18	59636.183	2625743.569	-0.424815	NA
RP11-3K7	18	61062.081	2627169.467	-0.599543	-0.428385
RP11-105L16	18	64476.272	2630583.658	-0.566465	-0.382818
RP11-49H23	18	64906.962	2631014.348	NA	-0.390189
RP11-64C15	18	65504.184	2631611.57	-0.390051	-0.335107
RP11-53N15	18	70193.424	2636300.81	-0.541451	-0.193138
RP11-130J1	18	73109.332	2639216.718	-0.597996	-0.286503
RP11-7H17	18	75214.349	2641321.735	-0.694699	-0.316438
RP11-507P3	18	76115.139	2642122.525	-0.4202	-0.282736
CTD-3113P16	19	232.045	2642454.57	-0.452802	NA
LLFOS-22E10	19	315.064	2642537.589	-0.428635	-0.329931
LLNLF-215A5	19	356.444	2642578.969	-0.051033	-0.36447
RP11-75H6	19	902.641	2643125.166	-0.168766	-0.110108
LLNLR-254H9	19	2132.183	2644354.708	-1.02077	-0.18256
LLNLF-162C9	19	2170.108	2644392.633	-0.400704	-0.153204
LLFOS-25A4	19	2205.801	2644428.326	-0.122244	-0.211843
LLNLR-269E7	19	2272.521	2644495.046	-0.563355	NA
RP11-49M3	19	2418.856	2644641.381	-0.227122	-0.220578
LLNLR-300G1	19	2845.436	2645067.961	-0.392179	-0.27812
LLNLF-214H8	19	2887.549	2645110.074	-0.31044	-0.121814
RP11-268O21	19	2947.434	2645169.959	-0.247263	-0.237847
LLNLR-226A10	19	2948.636	2645171.161	-0.199586	-0.036977
LLNLF-194H1	19	2999.75	2645222.275	-0.638204	0.051784
RP11-54G9	19	3006.443	2645228.968	-0.294782	-0.132411
LLNLF-198G6	19	3044.326	2645266.851	-0.095547	-0.115741
LLNLR-272C5	19	3119.866	2645342.391	-0.295572	-0.267398
LLNLR-275D1	19	3175.7	2645398.225	-0.092296	-0.639333
LLFOS-48A12	19	3175.7	2645398.225	0.080698	-0.419339
LLNLR-304C3	19	3175.7	2645398.225	-0.74547	-0.247383
F47A23	19	3356.543	2645579.068	-0.177901	-0.124814
LLNLR-296E6	19	3447.683	2645670.208	0.091815	-0.089166
LLNLR-272H9	19	3485.128	2645707.653	0.399488	0.062974
LLNLR-256H5	19	3528.272	2645750.797	-0.899973	0.036472
LLNLR-276E1	19	3546.517	2645769.042	0.210859	-0.461678
RP11-383B15	19	3554.297	2645776.822	0.231593	-0.190738
LLNLR-287E12	19	3581.681	2645804.206	0.163159	-0.038802
LLNLF-124A7	19	3610.884	2645833.409	-0.23977	-0.090905
LLNLR-248F12	19	3701.893	2645924.418	-0.278509	-0.051477
LLNLF-119G3	19	3714.309	2645936.834	-0.443014	-0.200582
LLNLF-177D12	19	3755.021	2645977.546	-0.437449	-0.326274
CTB-171N13	19	3909.451	2646131.976	-1.730753	-0.061406
CTD-2622I13	19	3927.054	2646149.579	-0.466064	-0.264458
RP11-486P13	19	4125.105	2646347.63	-0.06817	0.222731
LLNLR-295B7	19	4125.105	2646347.63	-0.515176	-0.624988
LLNLR-300C1	19	4125.105	2646347.63	-0.269257	-0.180413
LLNLF-166D11	19	4158.321	2646380.846	-0.646893	-0.127597
CTB-144D21	19	4274.562	2646497.087	-0.502316	-0.289367
CTB-50L17	19	4311.367	2646533.892	-0.429826	NA
LLNLR-229A6	19	4610.611	2646833.136	-0.402629	-0.165282
LLNLR-293E3	19	4626.237	2646848.762	-0.547308	-0.15358
LLNLR-262G12	19	4695.708	2646918.233	-0.601218	-1.480854
LLNLR-242B6	19	4718.131	2646940.656	-0.698393	-0.187475
CTC-518P12	19	4789.353	2647011.878	-0.413735	0.010535
CTC-482H14	19	5082.228	2647304.753	-0.542235	NA
RP11-348B12	19	5103.791	2647326.316	-0.514607	-0.198952
LLNLF-121G9	19	5104.204	2647326.729	0.087197	-0.094309
LLNLR-226E4	19	5157.38	2647379.905	-0.596758	-0.13855
LLNLR-278E6	19	5157.38	2647379.905	-0.796624	NA
LLNLR-304G9	19	5157.38	2647379.905	-0.587048	-0.042546
LLNLR-306B4	19	5252.732	2647475.257	-0.673074	-0.225415
CTB-179L3	19	5288.769	2647511.294	-0.675646	-0.291132
LLNLR-275D3	19	5393.803	2647616.328	-0.636582	-0.304814
RP11-9N1	19	5443.118	2647665.643	-0.52624	-0.398429
LLNLR-268D8	19	5443.118	2647665.643	-0.617078	-0.067864
LLNLF-164F8	19	5466.33	2647688.855	-0.2955	-0.000832
LLNLR-240E6	19	5509.195	2647731.72	-0.458017	NA
LLNLF-200H12	19	5574.171	2647796.696	0.651776	-0.111022
RP5-859H16	19	5619.3	2647841.825	-0.214947	-0.178472
RP11-565J3	19	5750.929	2647973.454	-1.11672	-0.17145
LLNLF-193E7	19	5868.332	2648090.857	-0.449744	-0.246744
CTC-232P5	19	5935.021	2648157.546	-0.306924	NA
LLNLR-264H3	19	5944.174	2648166.699	-0.45828	-0.296593
CTC-503J8	19	6163.965	2648386.49	-0.468004	-0.16239
CTB-25J19	19	7000.349	2649222.874	-0.15955	NA
GS2-337A24	19	7067.637	2649290.162	-0.513554	-0.079833
LLNLR-301A8	19	7119.851	2649342.376	-0.653652	-0.191753
CTD-2207O23	19	7356.962	2649579.487	-0.032538	-0.2199
RP11-429L14	19	7470.362	2649692.887	-0.517516	0.422572
RP11-492L14	19	7470.362	2649692.887	-0.13953	NA
LLNLR-281C9	19	7502.024	2649724.549	-0.164186	-0.653132
CTD-3214H19	19	7608.02	2649830.545	-0.516305	NA
CTD-2102F19	19	7667.776	2649890.301	0.143986	-0.226256
RP11-42J18	19	7678.112	2649900.637	0.213932	NA
RP11-84C17	19	7777.646	2650000.171	-0.61295	-0.211543
CTD-3193O13	19	7874.764	2650097.289	-0.147587	-0.088216
LLNLF-138H2	19	7933.264	2650155.789	0.146429	-0.208436
CTD-2325M2	19	8023.933	2650246.458	0.196807	-0.365376
CTD-3020H12	19	8282.244	2650504.769	-0.004829	-0.265867
CTD-2547N9	19	8512.866	2650735.391	0.098708	0.066869
CTD-2557P19	19	8691.851	2650914.376	0.180336	-0.400689
CTD-2529P6	19	8759.088	2650981.613	0.174726	NA
CTC-444D3	19	9112.072	2651334.597	0.10799	-0.280859
CTC-440L2	19	9222.947	2651445.472	0.083604	0.108628
CTC-325H20	19	9334.695	2651557.22	0.28855	-0.053975
CTC-543D15	19	9384.194	2651606.719	0.459008	-0.168884
CTD-3116E22	19	9620.352	2651842.877	0.527005	-0.221493
CTD-2240E14	19	10064.016	2652286.541	0.013871	-0.387694
LLNLR-243D10	19	10105.175	2652327.7	-0.011206	NA
CTD-2369P2	19	10195.519	2652418.044	0.143587	-0.023045
LLNLR-281G3	19	10319.21	2652541.735	0.246327	-0.091697
LLNLR-272E5	19	10365.89	2652588.415	0.046797	-0.066825
RP11-197O4	19	10392.343	2652614.868	-0.8490425	-0.1618195
CTC-429L19	19	10484.622	2652707.147	-0.235517	-0.160784
LLNLR-276F8	19	10803.128	2653025.653	0.423646	-0.22394
CTC-215O4	19	10849.981	2653072.506	0.176267	-0.526608
CTB-164O19	19	11033.489	2653256.014	0.114735	-0.226745
CTD-164O19	19	11033.492	2653256.017	0.310871	-0.10815
RP11-563J7	19	11130.121	2653352.646	0.153027	-0.033348
RP11-19I2	19	11734.379	2653956.904	0.185908	-0.316738
GS-104C10	19	12763.332	2654985.857	0.241772	0.151853
LLNLF-136A12	19	12959.446	2655181.971	0.150231	-0.291444
LLNLF-63E12	19	12997.004	2655219.529	0.296095	-0.327081
CTC-250I14	19	13090.15	2655312.675	0.117084	-0.255574
LLNLR-305H7	19	13179.114	2655401.639	-0.012834	-0.06807
LLNLR-268A1	19	13255.051	2655477.576	-0.520778	-0.236244
RP11-201F4	19	13701.917	2655924.442	NA	-0.243615
RP11-56K21	19	14304.115	2656526.64	0.221331	-0.127794
RP11-107O2	19	14886.464	2657108.989	0.299052	-0.213842
CTD-2278I10	19	17309.378	2659531.903	-0.395578	NA
RP11-782H1	19	18127.449	2660349.974	0.235865	-0.095544
RP11-88I12	19	19022.98	2661245.505	0.356338	-0.060053
RP11-206O6	19	33315.121	2675537.646	0.065829	-0.079056
RP11-46I12	19	34301.924	2676524.449	0.138513	0.051696
RP11-110J19	19	34464.882	2676687.407	0.040981	0.059841
CTB-25O22	19	34995.4	2677217.925	0.087641	0.033408
RP11-147D7	19	37482.371	2679704.896	0.124056	0.043299
RP11-700M11	19	40399.759	2682622.284	0.619977	0.098144
RP11-92J4	19	41164.177	2683386.702	0.177261	0.146485
RP11-91H20	19	43015.766	2685238.291	0.141677	0.114593
RP11-140E1	19	43372.949	2685595.474	0.297095	0.200652
RP11-118P21	19	43861.825	2686084.35	0.153825	0.124423
CTB-166E20	19	45433.778	2687656.303	0.157191	0.072189
RP11-133A7	19	45983.418	2688205.943	0.209653	0.231498
RP11-208I3	19	47672.062	2689894.587	0.21529	0.124415
RP11-18J23	19	48075.706	2690298.231	0.06081	0.019542
RP11-210C7	19	48859.097	2691081.622	0.137595	0.105518
RP11-19H11	19	48973.202	2691195.727	0.175682	0.0696
RP11-21J15	19	49694.777	2691917.302	0.223702	0.249864
CTD-2159N22	19	50140.342	2692362.867	-0.146826	0.119786
CTD-2271H24	19	50663.092	2692885.617	0.194003	0.161802
RP11-126L20	19	50685.416	2692907.941	0.280416	0.198592
RP11-43B2	19	52665.374	2694887.899	0.25113	0.212845
RMC19P005	19	53310.514	2695533.039	-0.489026	-0.179461
RP11-17I20	19	53768	2695990.525	0.453425	0.218634
RP11-236B14	19	55230.306	2697452.831	0.104972	0.057569
RP11-795B6	19	55925.915	2698148.44	-0.101151	0.098662
CTC-330D24	19	56209.337	2698431.862	0.141089	0.066201
RP11-87L13	19	60725.26	2702947.785	0.220042	0.069864
RP1-82O2	20	126.508	2706160.684	-0.337816	0.668849
CTD-2060J19	20	306.641	2706340.817	-0.349667	0.679906
RP11-24E15	20	474.419	2706508.595	-0.38327	0.685021
LBL#1B7	20	614.133	2706648.309	0.12814	0.308428
RP11-153M12	20	940.801	2706974.977	NA	NA
CTD-2163H11	20	1263.145	2707297.321	-0.156575	0.787678
RP11-78P4	20	1972.133	2708006.309	-0.428856	0.718344
RP11-107L14	20	2535.182	2708569.358	-0.28989	0.72279
CTD-2009P15	20	2850.702	2708884.878	-0.291344	0.956018
RP11-26F18	20	3123.069	2709157.245	-0.351195	0.72381
RMC20P106	20	3772.106	2709806.282	-0.240342	0.51699
CTD-2111G2	20	3772.106	2709806.282	NA	0.717204
RP11-48M7	20	3775.265	2709809.441	-0.004449	0.694213
RMC20P107	20	3780.608	2709814.784	-0.066854	0.682696
RP11-235C20	20	5081.622	2711115.798	-0.417133	0.657981
CTD-2102L4	20	5090.598	2711124.774	-0.19616	0.66164
RP11-9G21	20	6137.695	2712171.871	-0.439336	0.663794
RP11-26H9	20	6701.051	2712735.227	-0.044737	0.742376
RP11-32O9	20	8790.007	2714824.183	0.145012	0.631053
CTD-2015K11	20	8857.485	2714891.661	0.111522	0.637892
RP11-103H2	20	9083.863	2715118.039	-0.012888	0.616338
RMC20P160	20	10281.845	2716316.021	-0.133317	0.609588
CTC-334G22	20	10613.346	2716647.522	0.186368	1.024426
CTD-2013D15	20	10782.569	2716816.745	0.134287	-0.476929
RP11-40J24	20	11036.672	2717070.848	0.006676	0.695207
RP11-60N17	20	11070.799	2717104.975	0.010879	0.798922
RP11-287E11	20	11518.794	2717552.97	0.060038	0.682549
RMC20P178	20	11518.794	2717552.97	-0.124737	0.668457
RP11-238I2	20	13575.058	2719609.234	NA	0.52917
RP11-65G18	20	15318.769	2721352.945	0.156521	0.808471
RP11-51O4	20	15593.274	2721627.45	0.08783	0.491543
RP11-11O15	20	15614.962	2721649.138	0.00227	0.596043
RP11-16N16	20	16942.224	2722976.4	0.148989	0.746151
RMC20P055	20	17251.917	2723286.093	0.042977	0.58049
RP11-11M17	20	17708.477	2723742.653	0.193025	0.696019
RP11-110C10	20	18211.083	2724245.259	0.250109	0.687742
CTD-2072L21	20	18483.545	2724517.721	2.438695	0.814465
CTD-2042G9	20	19662.193	2725696.369	-0.022136	0.774846
RP11-77C2	20	23093.12	2729127.296	0.150229	0.735022
RMC20P099	20	23609.293	2729643.469	0.170125	0.365021
RP11-32N12	20	24179.287	2730213.463	0.108987	0.682402
RP11-58B10	20	24412.445	2730446.621	0.092681	0.742509
RMC20P090	20	30998.663	2737032.839	0.093824	0.030722
RP11-134I8	20	31322.806	2737356.982	0.336884	-0.135245
RP11-23B22	20	31325.703	2737359.879	0.17998	0.098211
RP11-57G7	20	31710.877	2737745.053	-0.017544	0.443716
RMC20P089	20	32918.605	2738952.781	-0.336554	-0.000994
CTD-2201B8	20	33392.913	2739427.089	-0.075466	0.034279
RMC20P117	20	34018.253	2740052.429	-0.26746	0.885491
CTD-2174G23	20	35925.95	2741960.126	-0.206924	0.843205
RP11-382A12	20	36223.736	2742257.912	-0.110986	NA
RMC20P061	20	36697.499	2742731.675	3.711743	0.627132
RMC20P037	20	36697.499	2742731.675	-0.192253	1.434792
RP11-138A15	20	36735.699	2742769.875	0.003744	1.300676
RMC20P154	20	38668.932	2744703.108	-0.184986	-0.095183
RP11-9M24	20	39567.939	2745602.115	-0.31043	NA
RP11-110E5	20	39612.83	2745647.006	3.446742	-0.119365
RP11-111H12	20	40192.386	2746226.562	NA	-0.036424
RP11-93L19	20	40260.169	2746294.345	0.598965	NA
RMC20P058	20	40437.373	2746471.549	1.288347	0.057811
RMC20P183	20	40486.693	2746520.869	3.561215	0.019489
RP11-17F3	20	41360.418	2747394.594	1.460286	-0.237186
RP11-13F12	20	41643.458	2747677.634	0.756784	-0.219765
RP11-4A12	20	42402.281	2748436.457	-0.110209	1.364731
CTD-2232D15	20	42981.137	2749015.313	0.812727	NA
GS-108B23	20	43030.156	2749064.332	0.021805	1.141062
RP11-29H19	20	43290.811	2749324.987	-0.072053	0.878089
CTD-2200K24	20	44136.947	2750171.123	-0.137593	0.671331
RP11-169A6	20	44334.278	2750368.454	0.002274	0.894226
CTD-2019H1	20	44389.228	2750423.404	-0.036572	0.824985
RMC20P100	20	44521.117	2750555.293	2.453768	1.211244
CTD-2035M19	20	44793.913	2750828.089	1.943887	0.517077
RP11-465L10	20	45322.968	2751357.144	2.276857	1.01507
RP11-75C17	20	45625.465	2751659.641	-0.132085	1.306268
CTD-2220O2	20	46514.053	2752548.229	3.106618	1.272911
CTC-432H16	20	46816.106	2752850.282	2.299037	1.189757
CTB-26H16	20	46816.106	2752850.282	4.136366	1.294059
RP11-109C3	20	46846.125	2752880.301	2.641168	1.137499
CTD-2238P18	20	46964.085	2752998.261	0.002983	1.239911
RMC20P131	20	47237.348	2753271.524	NA	1.152854
RP11-124D1	20	47923.743	2753957.919	2.273971	1.315353
RP11-51K19	20	47998.863	2754033.039	2.039788	1.281939
GS-2B19	20	48348.259	2754382.435	0.471255	0.889268
CTD-2091H1	20	49494.125	2755528.301	3.84542	0.983085
CTD-2125H12	20	49494.125	2755528.301	1.338061	1.394775
CTD-2031K20	20	49812.312	2755846.488	NA	1.304325
RMC20P063	20	49812.312	2755846.488	1.290151	1.104628
GS-236D3	20	49884.662	2755918.838	NA	1.261962
RP11-5P14	20	50072.387	2756106.563	1.779644	1.378241
RP11-10D18	20	51181.908	2757216.084	2.090257	1.006969
RMC20B4135	20	51668.634	2757702.81	0.507793	1.16149
RP11-15M15	20	52393.684	2758427.86	0.457458	1.974013
RMC20B4130	20	52853.96	2758888.136	2.098606	1.796642
341H15	20	52869.034	2758903.21	3.120699	1.6222815
RP11-133E8	20	52869.034	2758903.21	-0.324354	1.892927
RP11-55E1	20	53054.082	2759088.258	3.127867	1.765147
RP11-55D2	20	53186.348	2759220.524	3.220187	1.758328
RP11-146L11	20	53245.938	2759280.114	1.00299467	1.7287215
96J14	20	53455.409	2759489.585	-0.18321367	1.9136193
RP11-278I13	20	53455.409	2759489.585	-0.267563	1.59025
RMC20B4087	20	53455.409	2759489.585	NA	1.836068
RP11-212M6	20	53690.882	2759725.058	2.482317	1.821538
RMC20P070	20	53690.882	2759725.058	2.301938	1.758701
RP11-195N11	20	54446.043	2760480.219	0.896813	1.256989
RP11-172C21	20	54557.87	2760592.046	0.812	1.262426
RMC20P071	20	54999.474	2761033.65	0.638396	1.356614
BAC-3B23	20	55629.949	2761664.125	-0.029169	NA
GS-32I19	20	55629.949	2761664.125	1.271989	1.444137
LLNLBAC-255K9	20	56590.236	2762624.412	-0.044221	1.273184
LLNL-255K9	20	56590.236	2762624.412	NA	1.716021
RMC20P073	20	56821.557	2762855.733	1.692743	1.709704
RP11-1E23	20	58392.442	2764426.618	1.712288	0.66052
RP11-94A18	20	59444.141	2765478.317	1.92039	0.43846
RMC20P179	20	62704.418	2768738.594	-0.028068	0.805023
RP11-358D14	20	62767.047	2768801.223	0.646824	0.619087
RP1-81F12	20	63741.868	2769676.044	0.914525	0.625891
RP11-31B6	21	14998.564	2784774.608	-0.230106	0.0541805
RP11-106K13	21	15255.431	2785031.475	-0.273497	-0.116891
RP11-181G18	21	16651.613	2786427.657	-0.18821	-0.080094
RP11-625K22	21	17927.756	2787703.8	-0.302031	0.2655
RP11-143A3	21	18244.635	2788020.679	-0.180724	0.025409
RP11-15E10	21	18595.72	2788371.764	-0.194102	-0.026821
RP11-49J9	21	20982.315	2790758.359	NA	0.089491
RP11-86J21	21	22224.957	2792001.001	-0.253443	-0.034513
RP11-13J15	21	24047.488	2793823.532	-0.112778	-0.043346
CTD-2035F24	21	26174.732	2795950.776	-0.096742	0.02044
RP11-44F3	21	26441.537	2796217.581	-0.129561	-0.032661
RP11-15H6	21	26666.312	2796442.356	-0.184277	0.014884
RP11-108H5	21	26788.596	2796564.64	NA	NA
RP11-83L17	21	26922.995	2796699.039	-0.293254	0.021553
RP11-115H17	21	27020.424	2796796.468	-0.097379	-0.097092
RP11-74D19	21	28596.969	2798373.013	-0.146581	-0.025749
RP11-70L17	21	29646.155	2799422.199	-0.201944	0.032954
RP11-30N6	21	29766.106	2799542.15	-0.31031	-0.029762
RP11-32A2	21	29800.851	2799576.895	-0.157747	-0.05012
RP11-96H21	21	30853.329	2800629.373	-0.344237	0.142327
RP11-61G3	21	31101.41	2800877.454	-0.213939	0.108416
CTD-2146L16	21	31237.013	2801013.057	-0.173003	0.021802
RP11-125H1	21	31281.158	2801057.202	-0.17777	-0.023106
RP11-276A17	21	31408.068	2801184.112	-0.206434	0.148965
RP11-191I6	21	31453.692	2801229.736	-0.057683	0.170985
RP11-5N20	21	31576.675	2801352.719	-0.075717	0.148562
RP11-147H1	21	32216.729	2801992.773	0.13534	0.073622
RP11-54F16	21	32692.547	2802468.591	-0.129519	0.031504
CTD-2016H5	21	33198.273	2802974.317	-0.587768	0.023522
CTD-2231K11	21	33596.794	2803372.838	-0.199712	0.224811
CTD-2162L15	21	33636.075	2803412.119	-0.091666	0.181019
RP11-8P19	21	34528.385	2804304.429	-0.108974	0.003007
CTD-2183N21	21	34980.199	2804756.243	0.11612	0.329837
CTC-337K2	21	35080.5	2804856.544	0.26846233	0.2186967
RP11-12N9	21	36747.254	2806523.298	-0.108198	0.111915
RMC21P029	21	38675.72	2808451.764	-0.305879	-0.063419
RP11-66C14	21	38715.106	2808491.15	0.540652	NA
CTD-2068F4	21	39115.225	2808891.269	-0.083609	-0.785257
RP11-1P3	21	40276.734	2810052.778	0.235803	0.043216
LBL#1C1	21	41720.076	2811496.12	-0.182008	-0.161104
CTD-2103O7	21	41751.108	2811527.152	0.623591	0.11301
RMC21P040	21	43367.829	2813143.873	-0.647882	-0.125737
BAL01B2585	21	43579.897	2813355.941	1.86553	0.264874
CTB-136O8	21	45081.741	2814857.785	0.402599	0.204197
RMC21P038	21	46874.316	2816650.36	-0.5721	0.295135
RP1-15J16	22	15547.238	2832299.379	-0.21371	-0.204427
RP1-238C15	22	17692.816	2834444.957	-0.097437	-0.215722
RP11-22M5	22	20601.562	2837353.703	-0.09453	-0.244543
CTD-2093I24	22	21847.105	2838599.246	-0.122392	-0.216541
DMPC-HFF#1-1210D03	22	21847.252	2838599.393	0.037583	-0.304588
RMC22P005	22	22408.326	2839160.467	-0.668105	-0.016564
RP11-213L15	22	27825.879	2844578.02	-0.042638	-0.189284
CTD-2168H22	22	28159.125	2844911.266	-0.716288	-0.319104
CTD-2231J3	22	28324.324	2845076.465	-0.022644	-0.031052
RP11-65F22	22	30954.079	2847706.22	-0.073238	-0.192081
RP11-62G2	22	34543.312	2851295.453	-0.366946	-0.185988
RP11-35I10	22	35152.961	2851905.102	-0.53999	-0.22897
CTD-2193A19	22	37863.104	2854615.245	-0.355699	-0.058774
RMC22P003	22	37863.104	2854615.245	-0.479412	-0.110332
CTD-2194F18	22	38159.607	2854911.748	-0.39461	-0.10378
RP11-12M9	22	39817.998	2856570.139	-0.079303	-0.212798
RP11-206B19	22	40482.897	2857235.038	-0.365943	-0.03189
RP11-49M22	22	43367.186	2860119.327	-0.477282	-0.184977
RP11-61L22	22	43995.391	2860747.532	-0.478166	-0.023752
CTA-799F10	22	49211.289	2865963.43	-0.420903	0.159848
RP11-839D20	23	0.001	2866149.113	-0.310502	-0.048433
GS-118K5	23	6599.001	2872748.114	-0.323298	-0.742648
RP4-677N1	23	7908.419	2874057.532	NA	-0.083739
RP11-2K15	23	16360.487	2882509.6	-0.404377	0.08244
RP11-128B23	23	18196.45	2884345.563	-0.335782	0.014725
RP11-180F16	23	18845.182	2884994.295	-0.499623	-0.019701
RP11-48D14	23	19893.465	2886042.578	-0.45762	0.081721
CTD-2033A1	23	21571.995	2887721.108	-0.409049	-0.036276
RP11-12D5	23	27271.722	2893420.835	-0.069596	0.6067
RP11-46A23	23	30476.456	2896625.569	-0.305746	-0.056081
RP11-122N14	23	30878.574	2897027.687	-0.386308	NA
CTD-2188N19	23	31093.699	2897242.812	-0.285245	-0.111362
RP11-124H12	23	31162.885	2897311.998	-0.361401	0.17168
RP11-70D7	23	33751.645	2899900.758	-0.285185	-0.025546
CTD-2002E24	23	36499.949	2902649.062	-0.494764	0.03474
RP11-287E8	23	37039.497	2903188.61	-0.252147	0.0101
RP11-39E13	23	40178.574	2906327.687	-0.31453	-0.020694
RP11-258I23	23	40234.924	2906384.037	NA	0.133126
RP11-24P8	23	41939.433	2908088.546	-0.351873	NA
CTD-2051F22	23	42854.007	2909003.12	-0.345846	-0.051262
RP11-8G18	23	46118.866	2912267.979	-0.319833	0.133288
RP11-107C19	23	47333.124	2913482.237	-0.300258	0.065535
CTD-2107N14	23	48740.972	2914890.085	-0.400696	-0.113276
RP11-126A13	23	54383.804	2920532.917	-0.635554	0.038418
RP11-147G1	23	63454.973	2929604.086	-0.393096	-0.026446
RP11-30M20	23	64138.861	2930287.974	-0.633883	0.125954
RP11-149I10	23	65192.063	2931341.176	-0.448269	-0.040927
GS-9H19	23	65630.664	2931779.777	0.361319	0.041716
RP5-1097P11	23	65630.664	2931779.777	-0.317808	NA
RP11-204D21	23	67135.7	2933284.813	-0.394207	0.138856
RP11-177A4	23	68131.35	2934280.463	-0.604098	0.166791
RP11-183F2	23	68314.859	2934463.972	NA	0.072615
RP11-51L20	23	70313.933	2936463.046	NA	0.022962
RP1-92E23	23	71907.282	2938056.395	-0.435911	-0.001166
RP11-91J20	23	73362.747	2939511.86	-0.316453	-0.201002
RP11-246G22	23	81508.765	2947657.878	-0.499639	-0.551045
RP11-77D22	23	91772.453	2957921.566	NA	-0.488932
RP11-270O24	23	98701.347	2964850.46	NA	-0.599674
RMC0XP001	23	99376.298	2965525.411	-0.440963	-0.591763
RMCXP002	23	99376.298	2965525.411	-0.114794	-0.643648
CTD-2236H16	23	99515.97	2965665.083	-0.165227	-0.412892
